20151213-20160111_TempOut_AVG,20151213-20160111_HiTemp_AVG,20151213-20160111_LowTemp_AVG,20151213-20160111_OutHum_AVG,20151213-20160111_DewPt_AVG,20151213-20160111_WindSpeed_AVG,20151213-20160111_WindRun_AVG,20151213-20160111_HiSpeed_AVG,20151213-20160111_WindChill_AVG,20151213-20160111_HeatIndex_AVG,20151213-20160111_THWIndex_AVG,20151213-20160111_Bar_AVG,20151213-20160111_Rain_AVG,20151213-20160111_RainRate_AVG,20151213-20160111_SolarRad_AVG,20151213-20160111_SolarEnergy_AVG,20151213-20160111_HiSolarRad_AVG,20151213-20160111_UVIndex_AVG,20151213-20160111_UVDose_AVG,20151213-20160111_HiUV_AVG,20151213-20160111_HeatD_D_AVG,20151213-20160111_Cool_DD_AVG,20151213-20160111_InTemp_AVG,20151213-20160111_InHum_AVG,20151213-20160111_InDew_AVG,20151213-20160111_InHeat_AVG,20151213-20160111_InEMC_AVG,20151213-20160111_InAirDensity_AVG,20151213-20160111_ET_AVG,20151213-20160111_WindSamp_AVG,20151213-20160111_ISSRecept_AVG,20160112-20160210_TempOut_AVG,20160112-20160210_HiTemp_AVG,20160112-20160210_LowTemp_AVG,20160112-20160210_OutHum_AVG,20160112-20160210_DewPt_AVG,20160112-20160210_WindSpeed_AVG,20160112-20160210_WindRun_AVG,20160112-20160210_HiSpeed_AVG,20160112-20160210_WindChill_AVG,20160112-20160210_HeatIndex_AVG,20160112-20160210_THWIndex_AVG,20160112-20160210_Bar_AVG,20160112-20160210_Rain_AVG,20160112-20160210_RainRate_AVG,20160112-20160210_SolarRad_AVG,20160112-20160210_SolarEnergy_AVG,20160112-20160210_HiSolarRad_AVG,20160112-20160210_UVIndex_AVG,20160112-20160210_UVDose_AVG,20160112-20160210_HiUV_AVG,20160112-20160210_HeatD_D_AVG,20160112-20160210_Cool_DD_AVG,20160112-20160210_InTemp_AVG,20160112-20160210_InHum_AVG,20160112-20160210_InDew_AVG,20160112-20160210_InHeat_AVG,20160112-20160210_InEMC_AVG,20160112-20160210_InAirDensity_AVG,20160112-20160210_ET_AVG,20160112-20160210_WindSamp_AVG,20160112-20160210_ISSRecept_AVG,20160211-20160216_TempOut_AVG,20160211-20160216_HiTemp_AVG,20160211-20160216_LowTemp_AVG,20160211-20160216_OutHum_AVG,20160211-20160216_DewPt_AVG,20160211-20160216_WindSpeed_AVG,20160211-20160216_WindRun_AVG,20160211-20160216_HiSpeed_AVG,20160211-20160216_WindChill_AVG,20160211-20160216_HeatIndex_AVG,20160211-20160216_THWIndex_AVG,20160211-20160216_Bar_AVG,20160211-20160216_Rain_AVG,20160211-20160216_RainRate_AVG,20160211-20160216_SolarRad_AVG,20160211-20160216_SolarEnergy_AVG,20160211-20160216_HiSolarRad_AVG,20160211-20160216_UVIndex_AVG,20160211-20160216_UVDose_AVG,20160211-20160216_HiUV_AVG,20160211-20160216_HeatD_D_AVG,20160211-20160216_Cool_DD_AVG,20160211-20160216_InTemp_AVG,20160211-20160216_InHum_AVG,20160211-20160216_InDew_AVG,20160211-20160216_InHeat_AVG,20160211-20160216_InEMC_AVG,20160211-20160216_InAirDensity_AVG,20160211-20160216_ET_AVG,20160211-20160216_WindSamp_AVG,20160211-20160216_ISSRecept_AVG
14.666712962962963,14.787037037037036,14.547152777777777,65.08449074074075,7.292916666666667,2.23537037037037,0.37419907407407405,5.808703703703704,14.625902777777776,14.246041666666665,14.205277777777777,1009.2839583333334,0.0009930555555555556,0.011736111111111112,157.84421296296296,2.262752314814815,175.04722222222222,0.25293981481481476,0.018083333333333333,0.3037037037037037,0.02021203703703704,0.004403703703703703,19.224953703703704,43.74837962962963,6.4459027777777775,18.04525462962963,8.366932870370372,1.1915874305555556,0.019657407407407408,227.48217592592593,99.41319444444444,14.768773148148147,14.91398148148148,14.623171296296295,67.87199074074074,7.95386574074074,1.9656944444444442,0.329,5.058171296296296,14.743333333333332,14.46861111111111,14.443101851851852,1010.4517592592591,0.0004050925925925926,0.0,199.4238425925926,2.8588101851851855,208.03078703703704,0.45287037037037037,0.032310185185185185,0.48729166666666673,0.0,0.0,20.37962962962963,48.66134259259259,9.11275462962963,19.557175925925925,9.09362037037037,1.1861716203703703,0.023442129629629632,213.80787037037038,93.70842592592594,17.910263522884883,18.065742024965328,17.759639389736478,72.2135922330097,12.22649098474341,1.393619972260749,0.23332871012482664,3.6801664355062416,17.910263522884883,18.040083217753118,18.040083217753118,1006.9760055478501,0.0,0.0,222.20527045769765,3.185298196948682,231.3398058252427,0.5919556171983356,0.0422746185852982,0.6533980582524271,0.0,0.0,23.803051317614425,52.560332871012484,13.49112343966713,23.78224687933426,9.646116504854367,1.1638466019417475,0.026255201109570043,219.0249653259362,96.0386962552011
