20161213-20161227_TempOut_AVG,20161213-20161227_HiTemp_AVG,20161213-20161227_LowTemp_AVG,20161213-20161227_OutHum_AVG,20161213-20161227_DewPt_AVG,20161213-20161227_WindSpeed_AVG,20161213-20161227_WindRun_AVG,20161213-20161227_HiSpeed_AVG,20161213-20161227_WindChill_AVG,20161213-20161227_HeatIndex_AVG,20161213-20161227_THWIndex_AVG,20161213-20161227_Bar_AVG,20161213-20161227_Rain_AVG,20161213-20161227_RainRate_AVG,20161213-20161227_SolarRad_AVG,20161213-20161227_SolarEnergy_AVG,20161213-20161227_HiSolarRad_AVG,20161213-20161227_UVIndex_AVG,20161213-20161227_UVDose_AVG,20161213-20161227_HiUV_AVG,20161213-20161227_HeatD_D_AVG,20161213-20161227_Cool_DD_AVG,20161213-20161227_InTemp_AVG,20161213-20161227_InHum_AVG,20161213-20161227_InDew_AVG,20161213-20161227_InHeat_AVG,20161213-20161227_InEMC_AVG,20161213-20161227_InAirDensity_AVG,20161213-20161227_ET_AVG,20161213-20161227_WindSamp_AVG,20161213-20161227_ISSRecept_AVG,20161228-20170111_TempOut_AVG,20161228-20170111_HiTemp_AVG,20161228-20170111_LowTemp_AVG,20161228-20170111_OutHum_AVG,20161228-20170111_DewPt_AVG,20161228-20170111_WindSpeed_AVG,20161228-20170111_WindRun_AVG,20161228-20170111_HiSpeed_AVG,20161228-20170111_WindChill_AVG,20161228-20170111_HeatIndex_AVG,20161228-20170111_THWIndex_AVG,20161228-20170111_Bar_AVG,20161228-20170111_Rain_AVG,20161228-20170111_RainRate_AVG,20161228-20170111_SolarRad_AVG,20161228-20170111_SolarEnergy_AVG,20161228-20170111_HiSolarRad_AVG,20161228-20170111_UVIndex_AVG,20161228-20170111_UVDose_AVG,20161228-20170111_HiUV_AVG,20161228-20170111_HeatD_D_AVG,20161228-20170111_Cool_DD_AVG,20161228-20170111_InTemp_AVG,20161228-20170111_InHum_AVG,20161228-20170111_InDew_AVG,20161228-20170111_InHeat_AVG,20161228-20170111_InEMC_AVG,20161228-20170111_InAirDensity_AVG,20161228-20170111_ET_AVG,20161228-20170111_WindSamp_AVG,20161228-20170111_ISSRecept_AVG,20170112-20170126_TempOut_AVG,20170112-20170126_HiTemp_AVG,20170112-20170126_LowTemp_AVG,20170112-20170126_OutHum_AVG,20170112-20170126_DewPt_AVG,20170112-20170126_WindSpeed_AVG,20170112-20170126_WindRun_AVG,20170112-20170126_HiSpeed_AVG,20170112-20170126_WindChill_AVG,20170112-20170126_HeatIndex_AVG,20170112-20170126_THWIndex_AVG,20170112-20170126_Bar_AVG,20170112-20170126_Rain_AVG,20170112-20170126_RainRate_AVG,20170112-20170126_SolarRad_AVG,20170112-20170126_SolarEnergy_AVG,20170112-20170126_HiSolarRad_AVG,20170112-20170126_UVIndex_AVG,20170112-20170126_UVDose_AVG,20170112-20170126_HiUV_AVG,20170112-20170126_HeatD_D_AVG,20170112-20170126_Cool_DD_AVG,20170112-20170126_InTemp_AVG,20170112-20170126_InHum_AVG,20170112-20170126_InDew_AVG,20170112-20170126_InHeat_AVG,20170112-20170126_InEMC_AVG,20170112-20170126_InAirDensity_AVG,20170112-20170126_ET_AVG,20170112-20170126_WindSamp_AVG,20170112-20170126_ISSRecept_AVG,20170127-20170210_TempOut_AVG,20170127-20170210_HiTemp_AVG,20170127-20170210_LowTemp_AVG,20170127-20170210_OutHum_AVG,20170127-20170210_DewPt_AVG,20170127-20170210_WindSpeed_AVG,20170127-20170210_WindRun_AVG,20170127-20170210_HiSpeed_AVG,20170127-20170210_WindChill_AVG,20170127-20170210_HeatIndex_AVG,20170127-20170210_THWIndex_AVG,20170127-20170210_Bar_AVG,20170127-20170210_Rain_AVG,20170127-20170210_RainRate_AVG,20170127-20170210_SolarRad_AVG,20170127-20170210_SolarEnergy_AVG,20170127-20170210_HiSolarRad_AVG,20170127-20170210_UVIndex_AVG,20170127-20170210_UVDose_AVG,20170127-20170210_HiUV_AVG,20170127-20170210_HeatD_D_AVG,20170127-20170210_Cool_DD_AVG,20170127-20170210_InTemp_AVG,20170127-20170210_InHum_AVG,20170127-20170210_InDew_AVG,20170127-20170210_InHeat_AVG,20170127-20170210_InEMC_AVG,20170127-20170210_InAirDensity_AVG,20170127-20170210_ET_AVG,20170127-20170210_WindSamp_AVG,20170127-20170210_ISSRecept_AVG,20170211-20170216_TempOut_AVG,20170211-20170216_HiTemp_AVG,20170211-20170216_LowTemp_AVG,20170211-20170216_OutHum_AVG,20170211-20170216_DewPt_AVG,20170211-20170216_WindSpeed_AVG,20170211-20170216_WindRun_AVG,20170211-20170216_HiSpeed_AVG,20170211-20170216_WindChill_AVG,20170211-20170216_HeatIndex_AVG,20170211-20170216_THWIndex_AVG,20170211-20170216_Bar_AVG,20170211-20170216_Rain_AVG,20170211-20170216_RainRate_AVG,20170211-20170216_SolarRad_AVG,20170211-20170216_SolarEnergy_AVG,20170211-20170216_HiSolarRad_AVG,20170211-20170216_UVIndex_AVG,20170211-20170216_UVDose_AVG,20170211-20170216_HiUV_AVG,20170211-20170216_HeatD_D_AVG,20170211-20170216_Cool_DD_AVG,20170211-20170216_InTemp_AVG,20170211-20170216_InHum_AVG,20170211-20170216_InDew_AVG,20170211-20170216_InHeat_AVG,20170211-20170216_InEMC_AVG,20170211-20170216_InAirDensity_AVG,20170211-20170216_ET_AVG,20170211-20170216_WindSamp_AVG,20170211-20170216_ISSRecept_AVG
18.25637931034483,18.386637931034482,18.122068965517244,65.5051724137931,10.833275862068966,1.2936206896551723,0.21654310344827585,4.37344827586207,18.25396551724138,18.013793103448275,18.011465517241383,1009.0625,0.0,0.0,150.34827586206896,2.1552844827586206,167.70862068965516,0.04836206896551724,0.0034482758620689655,0.07060344827586207,0.0,0.0,23.475,46.90862068965517,11.437672413793104,23.125862068965517,8.729525862068966,1.1699076724137931,0.01935344827586207,226.25862068965517,99.07189655172415,17.29639924194567,17.435123183828175,17.159317751105498,69.36070751737208,10.866898294377766,1.0097283638660772,0.16903348073278587,3.8514213518635505,17.2943145925458,17.1481364497789,17.145925457991154,1009.1687934301959,0.0,0.0,159.4144030322173,2.2852242577384714,171.2507896399242,0.0277321541377132,0.0019646241313960836,0.03670246367656348,0.0,0.0,22.609602021478207,50.32154137713203,11.725773847125712,22.23815540113708,9.303360707517372,1.1731374605180038,0.019279848389134557,228.3190145293746,99.7641187618446,14.597129629629631,14.716018518518517,14.47912037037037,76.14907407407408,9.89712962962963,3.5836111111111117,0.5987916666666667,7.014953703703704,14.52287037037037,14.473749999999999,14.398981481481481,1009.9943981481483,0.007949074074074075,0.819861111111111,160.24398148148148,2.297115740740741,176.6087962962963,0.08388888888888889,0.005958333333333333,0.11009259259259259,0.0,0.0,21.08240740740741,52.48888888888889,10.949722222222222,20.580092592592592,9.727675925925926,1.1809849074074075,0.01871759259259259,221.8347222222222,97.12407407407407,17.127314814814813,17.27060185185185,16.981666666666666,67.72731481481482,10.341018518518517,3.7663888888888892,0.6289398148148148,6.907592592592592,17.069537037037037,17.00888888888889,16.951203703703705,1009.2581481481479,0.00011574074074074075,0.0,204.61666666666667,2.9331666666666663,213.40324074074073,0.23240740740740737,0.016611111111111108,0.254537037037037,0.0,0.0,21.62175925925926,53.0,11.501666666666665,21.208796296296295,9.827592592592593,1.177229074074074,0.026708333333333334,221.6962962962963,97.17009259259261,17.269070735090153,17.389736477115118,17.150485436893202,78.2621359223301,13.064771151178919,3.159500693481276,0.5277808599167823,6.2020804438280175,17.25381414701803,17.416366158113732,17.401248266296808,1007.8004160887656,0.0006934812760055479,0.0,192.70319001386963,2.7624549237170597,211.57975034674064,0.3230235783633842,0.023106796116504853,0.3790568654646326,0.0,0.0,23.169209431345354,55.472954230235786,13.715395284327322,23.151178918169208,10.158904299583911,1.1671155339805825,0.02246879334257975,225.3495145631068,98.7266296809986
